Date,Open,High,Low,Close,Adj Close,Volume
2023-07-18,18.223333,18.838667,17.750000,18.057667,18.057667,15990654
2023-07-19,18.350000,19.709999,17.440001,19.690001,19.690001,16933232
2023-07-20,20.360001,21.639999,19.799999,21.600000,21.600000,20258797
2023-07-21,21.620001,21.760000,20.500000,20.700001,20.700001,16001652
2023-07-24,20.680000,20.980000,19.850000,20.240000,20.240000,14100721
2023-07-25,20.260000,21.139999,19.879999,19.900000,19.900000,11033118
2023-07-26,19.900000,20.480000,19.760000,20.200001,20.200001,7637045
2023-07-27,20.559999,20.559999,19.830000,20.200001,20.200001,10378727
2023-07-28,20.200001,21.219999,19.940001,21.040001,21.040001,18971890
2023-07-31,21.260000,22.980000,21.240000,22.200001,22.200001,14740337
2023-08-01,22.200001,24.420000,21.700001,24.200001,24.200001,20558204
2023-08-02,24.200001,25.500000,23.600000,24.900000,24.900000,28280840
2023-08-03,27.379999,27.379999,26.700001,27.379999,27.379999,17712498
2023-08-04,28.400000,29.799999,27.700001,28.100000,28.100000,24747494
2023-08-07,28.200001,28.639999,27.340000,27.959999,27.959999,15245254
2023-08-08,28.100000,30.740000,27.600000,30.420000,30.420000,30507700
2023-08-09,30.600000,33.459999,30.600000,33.459999,33.459999,26830857
2023-08-10,34.619999,36.020000,32.040001,34.400002,34.400002,26934630
2023-08-11,35.000000,35.580002,32.720001,34.919998,34.919998,19301821
2023-08-14,35.000000,37.799999,34.419998,36.660000,36.660000,20992451
2023-08-15,36.599998,36.599998,33.560001,34.799999,34.799999,14642750
2023-08-16,34.000000,36.500000,32.799999,35.980000,35.980000,13337017
2023-08-17,36.200001,38.700001,35.000000,38.700001,38.700001,16098003
2023-08-18,38.799999,40.419998,37.500000,38.599998,38.599998,19755278
2023-08-21,37.279999,39.439999,35.439999,39.000000,39.000000,14011669
2023-08-22,39.040001,41.799999,37.759998,41.320000,41.320000,17187241
2023-08-23,41.320000,42.240002,39.500000,39.599998,39.599998,12807893
2023-08-24,39.619999,41.939999,38.360001,39.200001,39.200001,15553178
2023-08-25,39.200001,39.720001,37.259998,38.840000,38.840000,10836045
2023-08-28,40.500000,41.480000,39.680000,40.220001,40.220001,16100260
2023-08-29,40.220001,40.480000,39.099998,39.360001,39.360001,9510614
2023-08-31,39.360001,42.520000,38.299999,42.520000,42.520000,13871035
2023-09-01,42.400002,43.759998,41.240002,42.580002,42.580002,11533190
2023-09-04,42.619999,43.340000,41.639999,42.000000,42.000000,8524159
2023-09-05,42.000000,42.200001,40.680000,41.279999,41.279999,7052518
2023-09-06,41.380001,41.400002,39.799999,39.939999,39.939999,8782693
2023-09-07,39.939999,40.439999,38.500000,39.959999,39.959999,9066467
2023-09-08,39.959999,40.060001,38.820000,38.900002,38.900002,6582592
2023-09-11,38.900002,39.560001,38.000000,38.259998,38.259998,6229863
2023-09-12,38.259998,38.380001,36.599998,36.740002,36.740002,11455907
2023-09-13,36.740002,38.380001,34.919998,35.799999,35.799999,14305011
2023-09-14,35.099998,36.320000,34.799999,36.259998,36.259998,8713099
2023-09-15,37.500000,38.500000,36.320000,36.560001,36.560001,16069649
2023-09-18,36.560001,36.900002,35.000000,35.160000,35.160000,8395120
2023-09-19,35.200001,36.540001,34.480000,35.020000,35.020000,7634251
2023-09-20,35.299999,38.320000,35.240002,36.660000,36.660000,19308357
2023-09-21,36.660000,40.200001,36.220001,39.740002,39.740002,19814170
2023-09-22,39.980000,40.139999,38.580002,38.820000,38.820000,12414035
2023-09-25,39.119999,40.500000,38.660000,40.340000,40.340000,15998222
2023-09-26,40.720001,40.799999,39.020000,39.020000,39.020000,11317652
2023-09-27,39.099998,40.000000,37.180000,39.000000,39.000000,9187401
2023-09-28,39.000000,40.099998,38.639999,39.259998,39.259998,11105425
2023-09-29,39.900002,40.820000,39.240002,40.639999,40.639999,10531768
2023-10-02,40.799999,42.259998,40.540001,40.540001,40.540001,9390255
2023-10-03,40.740002,40.900002,39.380001,40.200001,40.200001,9211078
2023-10-04,40.200001,40.259998,38.880001,38.900002,38.900002,6054336
2023-10-05,39.099998,40.200001,38.099998,39.820000,39.820000,9157399
2023-10-06,39.580002,40.660000,39.400002,40.220001,40.220001,9954131
2023-10-09,39.119999,39.599998,38.040001,38.160000,38.160000,9482967
2023-10-10,38.900002,40.259998,38.540001,39.820000,39.820000,8515685
2023-10-11,40.799999,41.340000,37.900002,37.900002,37.900002,13132562
2023-10-12,38.419998,38.740002,36.119999,37.000000,37.000000,11832691
2023-10-13,37.000000,37.740002,36.340000,37.000000,37.000000,5964702
2023-10-16,37.599998,37.919998,35.799999,35.799999,35.799999,7104322
2023-10-17,36.020000,38.480000,35.980000,38.400002,38.400002,7851313
2023-10-18,37.259998,38.919998,36.840000,37.580002,37.580002,7754716
2023-10-19,39.500000,41.320000,39.500000,40.099998,40.099998,41082311
2023-10-20,40.599998,40.779999,37.900002,38.139999,38.139999,15746284
2023-10-23,39.099998,39.880001,37.759998,39.000000,39.000000,10708311
2023-10-24,39.099998,41.500000,38.700001,41.119999,41.119999,14941091
2023-10-25,41.220001,42.939999,37.540001,37.540001,37.540001,20887607
2023-10-26,38.900002,39.720001,37.040001,38.939999,38.939999,13960268
2023-10-27,38.980000,40.959999,38.160000,40.580002,40.580002,15012097
2023-10-30,40.660000,44.619999,40.660000,44.200001,44.200001,28317639
2023-10-31,45.000000,45.799999,41.740002,42.419998,42.419998,22637134
2023-11-01,39.000000,40.000000,38.180000,38.180000,38.180000,55400467
2023-11-02,38.000000,39.200001,36.720001,37.480000,37.480000,32226253
2023-11-03,37.700001,37.959999,36.860001,37.040001,37.040001,17876279
2023-11-06,37.299999,37.619999,36.740002,36.900002,36.900002,11103770
2023-11-07,37.000000,37.119999,36.000000,36.000000,36.000000,9118574
2023-11-08,36.180000,36.980000,35.720001,35.720001,35.720001,8242719
2023-11-09,35.639999,35.840000,34.340000,34.400002,34.400002,11964355
2023-11-10,34.400002,36.040001,33.820000,35.619999,35.619999,17412705
2023-11-13,35.639999,35.880001,33.860001,33.860001,33.860001,7642389
2023-11-14,33.880001,34.200001,32.500000,32.520000,32.520000,11257032
2023-11-15,33.000000,33.180000,32.040001,32.480000,32.480000,11001797
2023-11-16,32.480000,33.700001,32.360001,33.540001,33.540001,9811028
2023-11-17,33.660000,34.200001,33.340000,33.820000,33.820000,7547281
2023-11-20,34.160000,34.220001,33.240002,33.419998,33.419998,8942783
2023-11-21,33.619999,33.799999,32.939999,32.939999,32.939999,10060242
2023-11-22,32.980000,33.160000,32.540001,32.599998,32.599998,10864409
2023-11-23,32.660000,33.880001,32.639999,33.000000,33.000000,15196431
2023-11-24,33.099998,33.500000,32.740002,33.360001,33.360001,9289879
2023-11-27,33.619999,33.759998,32.660000,33.060001,33.060001,10178091
2023-11-28,33.060001,33.299999,32.040001,32.099998,32.099998,8194207
2023-11-29,32.180000,32.279999,31.040001,31.200001,31.200001,9597612
2023-11-30,31.400000,31.559999,30.760000,30.940001,30.940001,6158284
2023-12-01,31.600000,33.419998,31.340000,33.040001,33.040001,15361512
2023-12-04,33.099998,33.200001,31.860001,31.900000,31.900000,8277915
2023-12-05,32.040001,32.299999,31.520000,31.680000,31.680000,5471629
2023-12-06,31.680000,32.099998,30.200001,30.200001,30.200001,6644970
2023-12-07,30.340000,30.760000,29.820000,30.660000,30.660000,5577914
2023-12-08,30.740000,31.260000,30.340000,30.719999,30.719999,4304721
2023-12-11,30.719999,30.760000,29.000000,29.180000,29.180000,6008002
2023-12-12,29.200001,30.139999,28.760000,29.440001,29.440001,6654188
2023-12-13,29.520000,29.520000,28.559999,28.600000,28.600000,4736513
2023-12-14,28.879999,29.639999,28.400000,29.360001,29.360001,4395452
2023-12-15,29.360001,31.280001,29.080000,31.120001,31.120001,8171601
2023-12-18,31.100000,32.099998,29.799999,29.900000,29.900000,7144593
2023-12-19,30.000000,30.240000,29.200001,29.879999,29.879999,7553504
2023-12-20,30.040001,30.260000,29.180000,29.660000,29.660000,4315649
2023-12-21,29.660000,31.000000,29.260000,30.900000,30.900000,6068582
2023-12-22,30.840000,31.400000,29.760000,30.520000,30.520000,6060754
2023-12-25,30.500000,30.520000,29.040001,29.559999,29.559999,4262623
2023-12-26,29.660000,29.940001,29.059999,29.059999,29.059999,3215504
2023-12-27,29.100000,29.740000,28.700001,29.040001,29.040001,3598806
2023-12-28,29.059999,30.080000,28.600000,29.100000,29.100000,7697115
2023-12-29,29.500000,32.000000,28.879999,32.000000,32.000000,10832234
2024-01-02,32.000000,32.340000,31.480000,31.520000,31.520000,6254962
2024-01-03,31.559999,31.580000,29.980000,29.980000,29.980000,4526984
2024-01-04,29.980000,30.200001,29.719999,30.200001,30.200001,2742581
2024-01-05,30.400000,31.160000,30.200001,30.920000,30.920000,4734026
2024-01-08,31.700001,32.939999,31.280001,32.599998,32.599998,8848390
2024-01-09,32.799999,32.860001,31.760000,32.040001,32.040001,6928902
2024-01-10,32.259998,32.320000,31.280001,32.299999,32.299999,6979467
2024-01-11,32.540001,32.619999,30.959999,31.299999,31.299999,7673604
2024-01-12,31.320000,31.660000,29.760000,31.480000,31.480000,6935567
2024-01-15,31.480000,32.320000,31.100000,32.080002,32.080002,9209565
2024-01-16,32.240002,33.000000,31.799999,32.799999,32.799999,9376612
2024-01-17,32.599998,33.119999,31.959999,31.980000,31.980000,5351524
2024-01-18,32.160000,32.459999,31.340000,31.420000,31.420000,5238894
2024-01-19,31.540001,31.660000,30.740000,30.900000,30.900000,5102566
2024-01-22,30.900000,31.139999,30.500000,30.540001,30.540001,4726549
2024-01-23,30.700001,31.020000,29.480000,29.799999,29.799999,9300178
2024-01-24,30.059999,30.280001,29.660000,29.940001,29.940001,8689292
2024-01-25,30.139999,31.900000,30.100000,31.620001,31.620001,15904820
2024-01-26,31.760000,34.139999,31.219999,33.580002,33.580002,17600766
2024-01-29,33.639999,35.180000,33.639999,34.279999,34.279999,15992742
2024-01-30,34.459999,34.480000,33.660000,33.840000,33.840000,6521874
2024-01-31,33.860001,35.200001,33.599998,34.599998,34.599998,10015440
2024-02-01,34.799999,35.639999,34.439999,35.160000,35.160000,9763476
2024-02-02,35.299999,35.680000,34.720001,34.959999,34.959999,8760373
2024-02-05,35.040001,36.020000,34.840000,35.560001,35.560001,8792864
2024-02-06,35.599998,35.900002,35.000000,35.660000,35.660000,6765696
2024-02-07,35.799999,36.680000,35.500000,35.540001,35.540001,9027830
2024-02-08,35.599998,36.639999,35.360001,36.459999,36.459999,9496543
2024-02-09,36.540001,37.360001,35.919998,36.599998,36.599998,9752628
2024-02-12,37.080002,39.119999,36.700001,39.000000,39.000000,17340203
2024-02-13,39.259998,41.400002,38.720001,39.480000,39.480000,29182534
2024-02-14,39.799999,41.220001,37.820000,40.740002,40.740002,14492099
2024-02-15,41.000000,41.599998,39.840000,40.099998,40.099998,14515583
2024-02-16,40.119999,40.139999,39.240002,39.540001,39.540001,7542755
2024-02-19,39.660000,40.439999,39.240002,39.540001,39.540001,12066033
2024-02-20,39.619999,39.880001,39.279999,39.279999,39.279999,7947821
2024-02-21,39.400002,39.500000,38.080002,38.119999,38.119999,8065806
2024-02-22,38.400002,38.599998,37.720001,37.900002,37.900002,6840623
2024-02-23,37.919998,38.580002,37.119999,37.240002,37.240002,7855267
2024-02-26,37.299999,39.060001,37.220001,38.560001,38.560001,13869957
2024-02-27,38.900002,39.000000,37.099998,37.099998,37.099998,8927276
2024-02-28,37.099998,37.580002,36.459999,36.459999,36.459999,7438653
2024-02-29,36.500000,37.540001,36.500000,37.180000,37.180000,7492845
2024-03-01,37.500000,38.220001,36.720001,36.900002,36.900002,7015255
2024-03-04,37.220001,37.500000,36.360001,36.360001,36.360001,6992872
2024-03-05,36.400002,36.660000,35.700001,35.959999,35.959999,8399096
2024-03-06,35.959999,35.980000,34.759998,34.900002,34.900002,6253070
2024-03-07,35.099998,36.320000,35.080002,36.299999,36.299999,5001918
2024-03-08,36.259998,37.299999,35.660000,37.259998,37.259998,7188281
2024-03-11,38.000000,39.180000,37.320000,38.880001,38.880001,11972093
2024-03-12,38.900002,38.900002,37.000000,37.180000,37.180000,7372522
2024-03-13,37.240002,37.400002,36.020000,36.200001,36.200001,5918894
2024-03-14,36.240002,36.900002,35.639999,35.820000,35.820000,5440047
2024-03-15,36.080002,36.080002,34.540001,34.540001,34.540001,6603387
2024-03-18,34.560001,34.860001,33.820000,33.860001,33.860001,6488827
2024-03-19,32.099998,34.340000,32.099998,34.340000,34.340000,12046533
2024-03-20,34.299999,34.320000,32.919998,33.419998,33.419998,12326517
2024-03-21,33.419998,33.660000,32.660000,33.160000,33.160000,9196586
2024-03-22,33.139999,33.299999,32.259998,32.259998,32.259998,6796568
2024-03-25,32.320000,32.360001,31.320000,31.320000,31.320000,8261921
2024-03-26,31.400000,31.600000,29.719999,29.980000,29.980000,12044546
2024-03-27,30.100000,30.600000,29.600000,29.980000,29.980000,7631429
2024-03-28,30.340000,31.280001,30.160000,30.900000,30.900000,7710873
2024-03-29,31.000000,31.700001,30.340000,31.700001,31.700001,6175987
2024-04-01,33.000000,33.500000,30.639999,30.660000,30.660000,10524168
2024-04-02,30.660000,31.219999,29.780001,29.780001,29.780001,6516933
2024-04-03,29.780001,30.459999,29.440001,29.820000,29.820000,5846016
2024-04-04,30.100000,30.719999,29.820000,30.200001,30.200001,6194783
2024-04-05,30.559999,32.340000,30.559999,32.040001,32.040001,11114212
2024-04-08,32.360001,33.400002,32.200001,33.259998,33.259998,7033239
2024-04-09,null,null,null,null,null,null
2024-04-15,33.000000,34.040001,32.660000,33.259998,33.259998,10573136
2024-04-16,33.259998,33.360001,32.040001,32.500000,32.500000,5982554
2024-04-17,32.900002,33.180000,32.380001,32.700001,32.700001,6444841
2024-04-18,33.160000,33.160000,32.040001,32.320000,32.320000,5035746
2024-04-19,32.060001,33.040001,31.680000,32.580002,32.580002,6213584
2024-04-22,32.720001,34.180000,32.720001,33.500000,33.500000,7991730
2024-04-24,33.580002,34.439999,33.360001,34.180000,34.180000,9503585
2024-04-25,34.279999,35.459999,34.099998,34.799999,34.799999,9773242
2024-04-26,35.040001,36.279999,35.000000,36.160000,36.160000,9030103
2024-04-29,36.500000,37.660000,36.139999,37.360001,37.360001,11031409
2024-04-30,37.340000,37.660000,36.139999,37.380001,37.380001,7130229
2024-05-02,37.380001,38.380001,37.340000,38.060001,38.060001,7933521
2024-05-03,38.040001,38.099998,37.540001,37.700001,37.700001,4663246
2024-05-06,37.759998,37.980000,36.820000,37.220001,37.220001,5034847
2024-05-07,37.220001,37.360001,36.400002,36.840000,36.840000,5250059
2024-05-08,36.880001,38.160000,36.180000,37.619999,37.619999,6484877
2024-05-09,37.759998,38.000000,36.680000,36.680000,36.680000,4906894
2024-05-10,36.799999,37.340000,36.500000,36.500000,36.500000,4115928
2024-05-13,36.840000,37.000000,35.799999,35.900002,35.900002,5981496
2024-05-14,35.900002,36.139999,35.380001,35.380001,35.380001,4412515
2024-05-15,35.419998,36.480000,35.340000,35.759998,35.759998,4510664
2024-05-16,35.860001,36.660000,35.680000,36.660000,36.660000,4422225
2024-05-17,37.080002,39.380001,36.779999,39.000000,39.000000,15672146
2024-05-20,40.000000,40.919998,39.419998,40.520000,40.520000,14265438
2024-05-21,40.400002,42.840000,39.840000,41.619999,41.619999,15317392
